Unnamed: 0,genres,overview
22713,[],"['couple', 'estonia', 'visit', 'town', 'sweden', 'one', 'local', 'visit', 'time', 'one', 'night', 'thing', 'get', 'hand', 'drinks', 'see', 'police', 'investigates', 'double', 'murder', 'complexion', 'arise', 'investigation']"
22733,[],"['blanche', 'dubois', 'go', 'visit', 'pregnant', 'sister', 'husband', 'stanley', 'new', 'orleans', 'stanley', 'like', 'her', 'start', 'pushing', 'information', 'property', 'know', 'wa', 'left', 'sisters', 'discovers', 'ha', 'mortgaged', 'place', 'spent', 'money', 'want', 'find', 'her', 'even', 'friction', 'develops', 'two', 'apartment', 'together']"
22734,[],"['blanche', 'dubois', 'go', 'visit', 'pregnant', 'sister', 'husband', 'stanley', 'new', 'orleans', 'stanley', 'like', 'her', 'start', 'pushing', 'information', 'property', 'know', 'wa', 'left', 'sisters', 'discovers', 'ha', 'mortgaged', 'place', 'spent', 'money', 'want', 'find', 'her', 'even', 'friction', 'develops', 'two', 'apartment', 'together']"
22739,[],"['tukkijoella', 'log', 'river', 'film', 'genre', 'gave', 'finnish', 'cinema', 'viewing', 'public', 'one', 'popular', 'character', 'lumberjack', 'tukkijatka', 'tukkipoika', 'tukkilainen', 'heroic', 'hour', 'becomes', 'log', 'roller', 'shooter', 'rapid', 'koskenlaskija', 'significance', 'character', 'finnish', 'film', 'comparable', 'cowboy', 'american', 'cinema', 'pioneer', 'wanderer', 'adventurer', 'negotiates', 'frontier', 'embodiment', 'conflict', 'wilderness', 'civilization']"
22741,[],"['september', 'purely', 'punitive', 'basis', 'eight', 'scout', 'must', 'climb', 'solid', 'mass', 'brévent', 'meter', 'altitude', 'beautiful', 'majestic', 'mountain', 'draw', 'face', 'quickly', 'reveals', 'dangerous', 'technique', 'orientation', 'learned', 'scout', 'nothing', 'there', 'teenager', 'find', 'delivered', 'themselves', 'lost', 'abrupt', 'throats', 'eight', 'boy', 'confronted', 'cold', 'hunger', 'fear']"
22749,[],"['haunting', 'look', 'child', 'watching', 'television']"
22750,[],"['schooled', 'price', 'college', 'sport', 'comprehensive', 'look', 'business', 'history', 'culture', 'big', 'time', 'college', 'football', 'basketball', 'america', 'adaptation', 'the', 'cartel', 'pulitzer', 'prize', 'winning', 'civil', 'right', 'scholar', 'taylor', 'branch', 'october', 'article', 'atlantic', 'the', 'shame', 'college', 'sports', 'schooled', 'present', 'hard', 'hitting', 'examination', 'ncaa', 's', 'treatment', 'athlete', 'amateurism', 'collegiate', 'athletics', 'weaving', 'interviews', 'archival', 'verité', 'footage', 'tell', 'story', 'college', 'sport', 'became', 'billion', 'dollar', 'industry', 'built', 'back', 'athlete', 'deprived', 'numerous', 'rights']"
22760,[],"['intrigued', 'legendary', 'mexican', 'military', 'leader', 'pancho', 'villa', 's', 'little', 'known', 'relationship', 'hollywood', 'filmmaker', 'sleuth', 'gregorio', 'rocha', 'go', 'search', 'lost', 'footage', 'villa', 'commissioned', 'american', 'mutual', 'film', 'company', 'allowing', 'cameraman', 'follow', 'war', 'footage', 'includes', 'first', 'battle', 'scene', 'captured', 'moving', 'pictures', 'rocha', 'document', 'encounter', 'scour', 'film', 'vault', 'back', 'room', 'institution', 'across', 'north', 'america', 'europe', 'seven', 'reel', 'film', 'immortalized', 'villa', 'research', 'unveils', 'legacy', 'fictional', 'documentary', 'depiction', 'villa', 'dating', 'silent', 'film', 'era', 'revealing', 'world', 'unsure', 'whether', 'venerate', 'fear', 'imposing', 'figure', 'force', 'popular', 'revolution', 'embodied']"
22774,[],"['documentary', 'sixteen', 'actor', 'detail', 'ups', 'struggle', 'forge', 'career', 'hollywood', 'they', 've', 'played', 'cops', 'lawyers', 'bosses', 'best', 'friends', 'psychopaths', 'politician', 'everything', 'between', 'know', 'are']"
22797,[],"['take', 'place', 'course', 'one', 'feverish', 'night', 'manhattan', 'police', 'precinct', 'neighboring', 'bar']"
22798,[],"['way', 'home', 'evening', 'shift', 'men', 's', 'clothing', 'store', 'saara', 'nevanen', 'raped', 'man', 'recognizes', 'regular', 'eccentric', 'customer', 'antti', 'kaironen', 'doctor', 'policeman', 'question', 'saara', 'insensitive', 'manner', 'and', 'break', 'guilt', 'court', 'release', 'perpetrator', 'inlack', 'evidence', 'saara', 's', 'aggressive', 'brother', 'jari', 'talk', 'mild', 'mannered', 'husband', 'sakari', 'self', 'made', 'revenge', 'plot', 'armed', 'two', 'rifles', 'jari', 'sakari', 'take', 'matter', 'hands']"
22801,[],"['combining', 'element', 'rainbow', 'woman', 'love', 'adaptation', 'focus', 'life', 'two', 'sisters', 'ursula', 'gudrun', 'brangwen', 'struggle', 'loves', 'desire', 'passions', 'drama', 'follows', 'relationship', 'two', 'friends', 'rupert', 'birkin', 'gerald', 'crich', 'ursula', 'birkin', 's', 'friendship', 'love', 'develops', 'gudrun', 'gerald', 's', 'stormy', 'destructive', 'relationship', 'begin', 'spiral', 'control']"
22808,[],"['jaguar', 'kind', 'road', 'movie', 'foot', 'tell', 'journey', 'three', 'friends', 'damouré', 'lam', 'illo', 'way', 'gold', 'coast', 'hope', 'make', 'fortune', 'order', 'return', 'village', 'months']"
22860,[],"['education', 'mohammad', 'hussein', 'intimate', 'look', 'largest', 'muslim', 'community', 'america', 'responds', 'provocation', 'anti', 'islamic', 'preacher', 'eye', 'children', 'film', 'examines', 'like', 'come', 'age', 'muslim', 'united', 'state', 'ten', 'year', 'post']"
22867,[],"['based', 'memoir', 'yvonne', 's', 'thornton', 'heartwarming', 'inspirational', 'family', 'drama', 'center', 'poor', 'black', 'laborer', 'wanted', 'six', 'daughter', 'grow', 'doctors']"
22875,[],"['disguised', 'beggar', 'monk', 'ryunosuke', 'harassed', 'along', 'road', 'rowdy', 'member', 'country', 'dojo', 'fencing', 'school', 'malingering', 'outside', 'fencing', 'hall', 'third', 'film', 'satan', 's', 'sword', 'trilogy']"
22886,[],"['everybody', 'love', 'sunshine', 'released', 'united', 'state', 'b', 'u', 's', 't', 'e', 'd', 'british', 'independent', 'film', 'written', 'directed', 'andrew', 'goth', 'starring', 'rachel', 'shelley', 'david', 'bowie', 'goldie', 'pepperhill', 'estate', 'manchester', 'ongoing', 'battle', 'rage', 'triad', 'gang', 'street', 'gangs', 'gang', 'leader', 'ray', 'andrew', 'goth', 'terry', 'goldie', 'cousin', 'lifelong', 'friends', 'always', 'trusting', 'relying', 'other', 'prison', 'ray', 'want', 'gangster', 'anymore', 'also', 'fallen', 'clare', 'rachel', 'shelley', 'terry', 'driven', 'obsession', 'beyond', 'friendship', 'determined', 'make', 'sure', 'ray', 'never', 'leaf', 'gang', 'time', 'prison', 'triad', 'grown', 'stronger', 'daring', 'eventually', 'killing', 'member', 'ofterry', 'ray', 's', 'gang', 'revenge', 'called', 'gang', 'turn', 'direction', 'bernie', 'david', 'bowie', 'aging', 'gangster', 'struggle', 'keep', 'peace']"
22896,[],"['documentary', 'uniqueness', 'childhood', 'exploration', 'human', 'mind', 'outdoor', 'nursery', 'based', 'woods', 'child', 'create', 'individually', 'constructed', 'world', 'test', 'boundary', 'reality']"
22926,[],"['period', 'covered', 'third', 'film', 'famous', 'shinobi', 'mono', 'series', 'last', 'saw', 'ninja', 'ishikawa', 'goemon', 'raizo', 'ichikawa', 'wa', 'boiled', 'alive', 'good', 'ninja', 'hard', 'find', 'even', 'harder', 'kill', 'help', 'enigmatic', 'hattori', 'hanzo', 'goemon', 'life', 'skulk', 'another', 'day', 'set', 'sight', 'bringing', 'warlord', 'tried', 'turn', 'soup', 'toyotomi', 'hideyoshi', 'always', 'background', 'suble', 'hand', 'tokugawa', 'ieyasu', 'pulling', 'string', 'plot', 'rule', 'japan']"
22934,[],"['closed', 'room', 'mystery', 'begin', 'infamous', 'tycoon', 'found', 'dead', 'bath', 'tub', 'famous', 'police', 'lieutenant', 'palmu', 'summoned', 'investigate']"
22947,[],"['tv', 'movie', 'concepción', 'arenal', 'role', 'visiting', 'women', 's', 'prisons', 'struggle', 'change', 'conception', 'wa', 'criminal', 'modern', 'prisons']"
22951,[],"['mel', 'photo', 'journalist', 'get', 'suspicious', 'best', 'friend', 'danny', 'start', 'dating', 'olivia', 'wealthy', 'mysterious', 'woman', 'enlists', 'help', 'assistant', 'investigating', 'olivia', 's', 'past', 'present', 'occupation', 'putting', 'danger']"
22978,[],"['father', 'encounter', 'insufferable', 'hardship', 'dwight', 'hawkins', 'real', 'life', 'gospel', 'singer', 'deitrick', 'haddon', 'torn', 'christian', 'duty', 'desire', 'pursue', 'dream', 'gospel', 'singer', 'doe', 'god', 'really', 'planned', 'him', 'sheryl', 'lee', 'ralph', 'co', 'star', 'alongside', 'gospel', 'star', 'karen', 'clark', 'sheard', 'kiki', 'sheard', 'dr', 'bobby', 'jones', 'modern', 'parable', 'inspired', 'biblical', 'story', 'david', 'saul']"
22987,[],"['short', 'centered', 'around', 'theme', 'directed', 'famous', 'film', 'director', 'involved', 'sharing', 'opinion', 'progress', 'set', 'back', 'challenge', 'planet', 'face', 'today']"
22988,[],"['new', 'play', 'academy', 'award', 'winning', 'screenwriter', 'dustin', 'lance', 'black', 'milk', 'j', 'edgar', 'debate', 'around', 'marriage', 'equality', 'chronicling', 'landmark', 'trial', 'perry', 'v', 'schwarzenegger', 'one', 'time', 'show', 'wa', 'done', 'live', 'youtube', 'superstar', 'cast']"
22991,[],"['s', 'cranford', 'ruled', 'ladies', 'adore', 'good', 'gossip', 'romance', 'change', 'air', 'unwelcome', 'grasp', 'industrial', 'revolution', 'rapidly', 'approach', 'beloved', 'rural', 'market', 'town']"
23001,[],"['devastating', 'expose', 'party', 'n', 'play', 'culture', 'hard', 'depict', 'methamphetamine', 'use', 'sensitivity', 'movie', 's', 'dry', 'frank', 'style', 'bring', 'plague', 'startling', 'focus', 'compassionate', 'give', 'lot', 'context', 'insight', 'gay', 'culture', 'drug', 'culture', 'meet', 'heartbreaking', 'know', 'majority', 'men', 'interviewed', 'movie', 'hiv', 'positive', 'movie', 'includes', 'graphic', 'sexual', 'content', 'vivid', 'depiction', 'drug', 'use', 'serf', 'valuable', 'purpose', 'eloquent', 'call', 'social', 'responsibility']"
23004,[],"['tv', 'reporter', 'murdered', 'eavesdropping', 'secret', 'finnish', 'soviet', 'conference', 'national', 'broadcasting', 'corporation', 'enlists', 'help', 'police', 'lieutenant', 'palmu', 'come', 'retirement', 'case', 'however', 'doubt', 'loyalities', 'palmu', 'seeing', 'wa', 'spotted', 'diplomatic', 'soiree', 'moscow', 'week', 'murder']"
23032,[],"['prison', 'terminal', 'last', 'day', 'private', 'jack', 'hall', 'moving', 'cinema', 'verite', 'documentary', 'break', 'wall', 'one', 'america', 'oldest', 'maximum', 'security', 'prison', 'tell', 'story', 'final', 'month', 'life', 'terminally', 'ill', 'prisoner', 'hospice', 'volunteers', 'prisoners', 'care', 'him', 'film', 'draw', 'footage', 'shot', 'six', 'month', 'period', 'behind', 'wall', 'iowa', 'state', 'penitentiary', 'provides', 'fascinating', 'often', 'poignant', 'account', 'hospice', 'experience', 'profoundly', 'touch', 'even', 'forsaken', 'life', 'incarcerated']"
23095,[],"['trevor', 'moorhouse', 'returns', 'coming', 'placid', 'pine', 'difficult', 'tracy', 'who', 's', 'brother', 'jason', 'wa', 'one', 'trevor', 's', 'victim', 'near', 'end', 'original', 'tracy', 's', 'nightmare', 'begin', 'come', 'true', 'one', 'one', 'counselor', 'murdered', 'someone', 'hunting', 'pitch', 'black', 'forest', 'determined', 'kill', 'all']"
23107,[],"['estranged', 'nigerian', 'american', 'brother', 'sister', 'forced', 'reconnect', 'hometown', 'fairbanks', 'alaska']"
23124,[],"['night', 'gallery', 'launched', 'television', 'movie', 'november', 'telling', 'three', 'tale', 'horror', 'cemetery', 'eyes', 'escape', 'route', 'wa', 'also', 'pilot', 'tv', 'series', 'would', 'air', 'one', 'year', 'later']"
23184,[],"['kick', 'jam', 'feature', 'many', 'never', 'seen', 'film', 'mc', 'created', 'leni', 'sinclair', 'amp', 'conceptual', 'artist', 'cary', 'loren', 'peak', 'career']"
23214,[],"['low', 'budget', 're', 'telling', 'classic', 'fairy', 'tale']"
23250,[],"['unfortunate', 'event', 'beset', 'poor', 'chinese', 'girl', 'escape', 'invading', 'japanese', 'forces', 'narrowly', 'avoids', 'raped', 'seek', 'solace', 'neighboring', 'village']"
23304,[],"['cronicle', 'tao', 'lin', 'megan', 'boyle', 's', 'relationship', 'filmed', 'macbook', 'camera']"
23329,[],"['story', 'blind', 'masseur', 'trick', 'people', 'steals', 'kills', 'anti', 'zaitochi']"
23403,[],"['analysis', 'effect', 'economic', 'sanction', 'iraq']"
23408,[],"['mid', 's', 'america', 'follow', 'tragic', 'sex', 'life', 'jolie', 'jolson', 'wannabe', 'thug', 'and', 'great', 'great', 'grandson', 'legendary', 'vaudevillian', 'al', 'jolson', 'suburban', 'washington', 'strives', 'become', 'something', 'never', 'black']"
23413,[],"['modern', 'version', 'ibsen', 's', 'stage', 'play', 'meet', 'tv', 'celebrity', 'tomas', 'stockman', 'returning', 'native', 'village', 'produce', 'world', 's', 'purest', 'bottled', 'water', 'plant', 'bring', 'new', 'life', 'hope', 'village', 'unexpected', 'trouble', 'occurs']"
23429,[],"['born', 'vickie', 'lynn', 'hogan', 'son', 'became', 'stripper', 'married', 'billionaire', 'sheer', 'determination', 'turned', 'anna', 'nicole', 'smith', 'playmate', 'model', 'household', 'name']"
23481,[],"['alison', 'murray', 'travel', 'hobo', 'freight', 'train', 'across', 'canada', 'us', 'get', 'know', 'community', 'train', 'riders', 'especially', 'many', 'girl', 'riding', 'rails']"
23535,[],"['small', 'time', 'jewish', 'racketeer', 'prison', 'find', 'quandary', 'returning', 'old', 'neighborhood', 'find', 'street', 'friend', 'controlled', 'taken', 'black', 'hispanics', 'top', 'that', 'must', 'try', 'get', 'back', 'family', 'want', 'nothing', 'him']"
23551,[],"['old', 'man', 'living', 'attic', 'rundown', 'part', 'paris', 'becomes', 'increasingly', 'lonely', 'prey', 'ill', 'health']"
23586,[],"['brooklyn', 'dodgers', 'jackie', 'robinson', 's', 'breaking', 'baseball', 's', 'color', 'barrier', 'move', 'los', 'angeles', 'dozen', 'year', 'later', 'dodger', 'epitomize', 'diverse', 'working', 'class', 'contrast', 'white', 'uptown', 'yankees', 'come', 'oh', 'so', 'close', 'winning', 'world', 'series', 'finally', 'happens', 'then', 'ebbets', 'field', 'crumbling', 'ticket', 'sale', 'off', 'fan', 'moved', 'suburbs', 'robert', 'moses', 'blocking', 'walter', 'o', 'malley', 's', 'plan', 'build', 'stadium', 'terminus', 'long', 'island', 'railroad', 'los', 'angeles', 'make', 'o', 'malley', 'offer', 'can', 't', 'refuse', 'era', 'come', 'end', 'dodger', 'cross', 'town', 'rival', 'giant', 'go', 'west', 'leaving', 'ghost', 'flatbush']"
23610,[],"['day', 'premiere', 'love', 'story', 'set', 'world', 'theater', 'romeo', 'juliet', 'grand', 'premiere', 'noora', 'female', 'lead', 'play', 'break', 'leg', 'kickoff', 'party', 'laura', 'actress', 'due', 'debilitating', 'stage', 'fright', 'ha', 'ended', 'prompter', 'play', 'get', 'chance', 'lifetime', 'day', 'premiere']"
23611,[],"['mother', 's', 'courage', 'aka', 'sunshine', 'boy', 'moving', 'compassionate', 'portrayal', 'mother', 's', 'desperate', 'quest', 'understand', 'perplexing', 'condition', 'control', 'son', 'journey', 'different', 'countries', 'every', 'stop', 'over', 'open', 'new', 'path', 'depth', 'autism', 'place', 'son', 'strikingly', 'different', 'perspective', 'reach', 'end']"
23634,[],"['soulful', 'documentary', 'illuminates', 'hell', 'and', 'back', 'life', 'late', 'great', 'l', 'a', 'alto', 'sax', 'legend', 'frank', 'morgan', 'prodigy', 'wa', 'acclaimed', 'natural', 'heir', 'bebop', 'mentor', 'charlie', 'parker', 'morgan', 'derailed', 'career', 'heroin', 'led', 'life', 'crime', 'decade', 'prison', 'made', 'astonishing', 'comeback', 'leaving', 'behind', 'recording', 'deep', 'melancholy', 'beauty', 'framed', 'tribute', 'concert', 'held', 'san', 'quentin', 'morgan', 's', 'year', 'old', 'asian', 'american', 'protégé', 'grace', 'kelly', 'performs', 'heart', 'stopping', 'version', 'over', 'rainbow', 'n', 'c', 'heikin', 's', 'film', 'filled', 'revealing', 'interview', 'colleagues', 'lovers', 'family', 'wife', 'accompanied', 'morgan', 'long', 'rocky', 'journey', 'redemption']"
23662,[],"['french', 'film', 'philippe', 'philippe', 'march', 'older', 'man', 'industrialist', 'whose', 'wife', 'confined', 'bed', 'children', 'preparing', 'go', 'vacation', 'seaside', 'strike', 'acquaintance', 'paul', 'yann', 'favre', 'young', 'working', 'class', 'boy', 'decides', 'bring', 'along', 'paul', 's', 'first', 'glimpse', 'half', 'lives', 'first', 'class', 'hotel', 'on', 'meet', 'aristocratic', 'young', 'people', 'resort', 'try', 'put', 'fiction', 'class', 'poor', 'success', 'one', 'film', 's', 'highlight', 'occurs', 'confides', 'deception', 'difficulty', 'philippe']"
23663,[],"['paul', 'gerard', 'blain', 'ha', 'imprisoned', 'ten', 'year', 'passing', 'counterfeit', 'money', 'feel', 'victimized', 'enough', 'prison', 'time', 'crime', 'led', 'it', 'committed', 'crime', 'give', 'wife', 'nice', 'thing', 'asked', 'for', 'discovers', 'ha', 'remarried', 'quite', 'wealthy', 'man', 'outraged', 'however', 'ire', 'due', 'disloyalty', 'him', 'loved', 'son', 'distraction', 'boy', 'ha', 'knowledge', 'memory', 'him']"
23677,[],"['remake', 'jules', 'et', 'jim', 'following', 'experience', 'decade', 'two', 'friend', 'fall', 'love', 'woman', 'enjoyably', 'satirising', 's', 'search', 'three', 'protagonist', 'identity', 'making', 'sharp', 'attack', 'cultural', 'signpost', 'decade', 'along', 'way']"
23687,[],"['pedro', 'famous', 'singer', 'fall', 'love', 'psychiatrist', 'girlfriend', 'decides', 'attend', 'doctor', 'story', 'doe', 'like', 'women', 'psychiatric', 'nurse', 'help', 'girl', 'love', 'doctor']"
23713,[],"['two', 'teenage', 'lover', 'caught', 'thrill', 'forbidden', 'love', 'tragic', 'romantic', 'drama', 'pierre', 'jean', 'pierre', 'andre', 'year', 'old', 'french', 'lad', 'love', 'year', 'old', 'djemila', 'nadja', 'reski', 'offspring', 'algerian', 'immigrants', 'pierre', 's', 'father', 'algerian', 'war', 'veteran', 'tolerates', 'living', 'immigrant', 'low', 'income', 'housing', 'project', 'long', 'two', 'faction', 'separated', 'djemila', 's', 'older', 'brother', 'carry', 'bitter', 'hatred', 'french', 'invasion', 'algeria', 'young', 'lover', 'fall', 'victim', 'intolerance', 'family', 'relative', 'discover', 'two', 'engaged', 'passionate', 'love', 'affair']"
23736,[],"['perrault', 's', 'fairy', 'tale', 'presented', 'claymation', 'choral', 'voices', 'bluebeard', 'go', 'courting', 'six', 'wife', 'died', 'arrives', 'house', 'widow', 'two', 'daughters', 'he', 's', 'greatly', 'feared', 'overcomes', 'objection', 'generous', 'dowry', 'one', 'sister', 'anne', 'refuse', 'him', 'accepts', 'castle', 'damsel', 'delight', 'precious', 'minute', 'away', 'bluebeard', 'rose', 'garden', 'saracen', 'declare', 'war', 'bluebeard', 'go', 'fight', 'them', 'leaving', 'key', 'castle', 'damsel', 's', 'hands', 'warns', 'enter', 'forbidden', 'room', 'war', 'rages', 'discovers', 'rich', 'castle', 'enters', 'forbidden', 'room', 'bluebeard', 'discover', 'act', 'escape', 'death']"
23801,[],"['tony', 'laia', 'marull', 'young', 'crook', 'preparing', 'bank', 'robbery', 'boyfriend', 'juanjo', 'jesus', 'olmedo', 'low', 'life', 'partner', 'maxi', 'miguel', 'hermoso', 'arnao', 'moco', 'roberto', 'cairo', 'right', 'commit', 'crime', 'juanjo', 'informs', 'tony', 'prostitute', 'sister', 'want', 'take', 'young', 'daughter', 'laura', 'beatriz', 'coronel', 'visit', 'girl', 's', 'father', 'flamenco', 'singer', 'spanish', 'southern', 'coastal', 'town', 'tarifa', 'juanjo', 'persuades', 'initially', 'reluctant', 'tony', 'laura', 'provide', 'couple', 'perfect', 'cover', 'relieve', 'partner', 'robbery', 's', 'earnings', 'unfortunately', 'though', 'robbery', 'come', 'without', 'hitch', 'duplicitous', 'juanjo', 'absconds', 'cash', 'making', 'tony', 'laura', 'fugitive', 'law', 'psychotically', 'angry', 'maxi', 'moco']"
23869,[],"['walk', 'approach', 'struggle', 'living', 'multiple', 'sclerosis', 'medical', 'community', 's', 'effort', 'find', 'better', 'treatment', 'ultimately', 'cure', 'heart', 'humor', 'courage']"
23881,[],"['director', 'henry', 'king', 's', 'wwii', 'drama', 'american', 'soldier', 'occupying', 'tiny', 'italian', 'village', 'star', 'john', 'hodiak', 'gene', 'tierney', 'william', 'bendix', 'richard', 'conte', 'glenn', 'langan', 'harry', 'morgan', 'eduardo', 'ciannelli']"
23912,[],"['two', 'serial', 'killer', 'meet', 'fall', 'love', 'asylum', 'criminally', 'insane', 'upon', 'escaping', 'corrupt', 'captors', 'flee', 'country', 'try', 'lead', 'happy', 'normal', 'life', 'unfortunately', 'normal', 'turn', 'state', 'mind', 'an', 'elusive', 'state', 'mind']"
23915,[],"['dick', 'begin', 'birth', 'sex', 'toy', 'invented', 'shagistan', 'deepak', 'rushdie', 'obi', 'ben', 'kingsley', 'eddie', 'izzard', 'tell', 'story', 'subsequent', 'decline', 'british', 'empire', 'seen', 'eye', 'piano', 'piano', 'eric', 'idle', 'narrates', 'tale', 'dick', 'russell', 'brand', 'two', 'cousins', 'emma', 'jane', 'leeves', 'emotionally', 'retarded', 'english', 'girl', 'kleptomaniac', 'sister', 'helena', 'sophie', 'winkleman', 'dipsomaniac', 'aunt', 'maggie', 'tracey', 'ullman', 'live', 'together', 'large', 'rambling', 'edwardian', 'novel', 'reverend', 'whoopsie', 'tim', 'curry', 'discovers', 'piano', 'beach', 'plot', 'set', 'afoot', 'solved', 'private', 'dick', 'incomprehensible', 'scottish', 'sleuth', 'inspector', 'mcguffin', 'billy', 'connolly', 'aid', 'sergeant', 'ken', 'russell', 'jim', 'piddock', 'finally', 'reveals', 'identity', 'houndsditch', 'mutilator']"
23922,[],"['far', 'far', 'enough', 'tomi', 'ungerer', 'story', 'depicts', 'one', 'man', 's', 'wild', 'lifelong', 'adventure', 'testing', 'societal', 'boundary', 'use', 'subversive', 'art', 'minute', 'film', 'combine', 'traditional', 'documentary', 'storytelling', 'original', 'animation', 'year', 'worth', 'art', 'renegade', 'children', 's', 'book', 'author', 'illustrator', 'using', 'historical', 'palette', 'th', 'century', 'event', 'paint', 'artist', 's', 'epic', 'yet', 'controversial', 'life', 'story', 'hd', 'documentary', 'film', 'offer', 'feature', 'length', 'retrospective', 'ungerer', 's', 'life', 'art', 'pondering', 'complexity', 'contradiction', 'man', 'who', 'armed', 'acerbic', 'wit', 'accusing', 'finger', 'razor', 'sharp', 'pencil', 'gave', 'visual', 'representation', 'revolutionary', 'voice', 'one', 'tantalizing', 'dramatic', 'period', 'american', 'history', 'far', 'far', 'enough', 'explores', 'circumstance', 'meteoric', 'rise', 'fall', 'american', 'soil']"
23927,[],"['neurosurgeon', 'return', 'back', 'ussr', 'sweden', 'ha', 'deal', 'rejection', 'work', 'home']"
23967,[],"['wife', 'mother', 'tennessee', 'cope', 'loss', 'husband', 'necessity', 'raising', 'child', 'alone']"
23975,[],"['bittersweet', 'coming', 'of', 'age', 'film', 'foreign', 'letter', 'love', 'letter', 'unshakeable', 'bond', 'friends', 'set', 'pre', 'email', 'era', 's', 'young', 'ellie', 'newly', 'arrived', 'u', 'israel', 'anxiously', 'wait', 'letter', 'best', 'friend', 'back', 'home', 'suffering', 'homesickness', 'language', 'difficulty', 'rejection', 'school', 'life', 'brightens', 'meet', 'thuy', 'vietnamese', 'refugee', 'age', 'two', 'bond', 'become', 'inseparable', 'eventually', 'hurt', 'other', 'ellie', 'must', 'find', 'way', 'restore', 'trust', 'based', 'director', 'ela', 'thier', 's', 'personal', 'immigration', 'experience', 'foreign', 'letter', 'film', 'poverty', 'prejudice', 'shame', 'healing', 'power', 'friendship']"
23980,[],"['september', 'chechen', 'rebel', 'occupied', 'school', 'small', 'russian', 'city', 'beslan', 'taking', 'people', 'most', 'children', 'hostage', 'end', 'three', 'days', 'dead']"
23987,[],"['clown', 'kid', 'film', 'moko', 'clown', 'don', 'keefer', 'pass', 'away', 'newly', 'orphaned', 'son', 'shawn', 'michael', 'mcgreevey', 'take', 'mysterious', 'wanderer', 'peter', 'john', 'lupton', 'two', 'stranger', 'become', 'close', 'friend', 'partner', 'closely', 'guarded', 'secret', 'rip', 'apart']"
23998,[],"['based', 'preaching', 'reverend', 'estus', 'w', 'pirkle', 'film', 'warns', 'happen', 'america', 'citizen', 'give', 'depraved', 'way', 'turn', 'god', 'jesus', 'salvation', 'communist', 'infiltrators', 'footmen', 'pave', 'way', 'invasion', 'weakening', 'tv', 'dance', 'rock', 'music', 'alcohol', 'invasion', 'begins', 'new', 'communist', 'government', 'proceed', 'round', 'christians', 'either', 'execute', 'force', 'undergo', 're', 'education', 'putting', 'faith', 'bible', 'belongs', 'say', 'rev', 'pirkle', 'america', 'resist', 'coming', 'red', 'menace']"
24025,[],"['year', 'constant', 'touring', 'band', 'kirk', 'rundstrom', 'wa', 'diagnosed', 'terminal', 'cancer', 'two', 'month', 'left', 'live', 'decided', 'book', 'tour']"
24029,[],"['odd', 'pregnant', 'girl', 'disrupts', 'life', 'campy', 'recovering', 'alcoholic', 'mother', 'vulgar', 'lesbian', 'sister', 'nervous', 'breakdown']"
24072,[],"['director', 'nikita', 'mikhalkov', 'document', 'history', 'russia', 'annually', 'asking', 'daughter', 'anna', 'question', 'what', 'love', 'most', 'what', 'scare', 'most', 'what', 'want', 'anything', 'what', 'hate', 'most']"
24076,[],"['john', 'ennis', 'follows', 'money', 'election', 'piece', 'together', 'cycle', 'pay', 'to', 'play', 'politics']"
24133,[],"['andrei', 'year', 'old', 'teenager', 'living', 'bucharest', 'outskirts', 'decides', 'one', 'day', 'steal', 'trolleybus', 'order', 'impress', 'marilena', 'prostitute', 'fell', 'love', 'with']"
24147,[],"['sundays', 'legendary', 'comedian', 'actor', 'billy', 'crystal', 'tell', 'story', 'youth', 'growing', 'jazz', 'world', 'manhattan', 'teenage', 'years', 'finally', 'adulthood', 'tony', 'award', 'winning', 'show', 'funny', 'poignant', 'exploration', 'family', 'fate', 'loving', 'loss']"
24150,[],"['tribute', 'texas', 'songster', 'mance', 'lipscomb', 'considered', 'many', 'greatest', 'guitarist', 'time']"
24155,[],"['search', 'lucrative', 'matsutake', 'mushroom', 'two', 'former', 'soldier', 'discover', 'mean', 'gradually', 'heal', 'wound', 'war', 'roger', 'self', 'described', 'fall', 'down', 'drunk', 'sniper', 'vietnam', 'kouy', 'cambodian', 'refugee', 'fought', 'khmer', 'rouge', 'bonded', 'bustling', 'tent', 'city', 'known', 'mushroom', 'camp', 'pop', 'autumn', 'oregon', 'woods', 'friendship', 'became', 'adoptive', 'family', 'according', 'cambodian', 'custom', 'lose', 'family', 'like', 'kouy', 'must', 'rebuilt', 'anew', 'now', 'however', 'new', 'family', 'could', 'lost', 'roger', 's', 'health', 'declining', 'trauma', 'flashback', 'rack', 'mind', 'kouy', 'gently', 'aid', 'family', 'snow', 'fall', 'hunting', 'season', 'ends', 'signaling', 'time', 'leave']"
24157,[],"['harry', 'raymond', 'foreign', 'ambassador', 'moscow', 'pinnacle', 'distinguished', 'career', 'implicated', 'savage', 'murder', 'young', 'russian', 'artist', 'star', 'henry', 'czerny', 'victor', 'garber']"
24160,[],"['parajanov', 's', 'collage', 'footage', 'remained', 'film', 'kiev', 'frescoes', 'wa', 'halted', 'authority', 'demanded', 'negative', 'destroyed']"
